Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1.0,1.0,1.0,9085.0,1.0,1.0,131.0,1.0,19.0,19.0,9.0,9.0,139.8,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,6.0,5.0,13.4,0.0,0.0,5.0,5.0,5.0,12.8,0.0,10.8,1.4,1.74,1
1.0,1.0,3.0,9773.0,1.0,1.0,158.0,1.0,1.0,38.0,4.0,7.0,157.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,0.0,6.0,7.0,6.0,12.571428571428571,0.0,10.8,1.4,1.74,1
1.0,17.0,2.0,9500.0,1.0,1.0,122.0,1.0,37.0,37.0,9.0,9.0,131.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,7.0,6.0,12.516666666666666,1.0,0.0,7.0,7.0,6.0,12.516666666666666,1.0,7.6,2.6,0.32,0
1.0,1.0,2.0,9085.0,1.0,1.0,140.0,1.0,37.0,38.0,9.0,7.0,137.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,12.0,5.0,13.142857142857142,2.0,0.0,5.0,6.0,5.0,11.4,0.0,9.4,-0.8,-3.12,1
1.0,1.0,1.0,9147.0,1.0,1.0,127.0,1.0,2.0,19.0,4.0,5.0,121.8,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,5.0,5.0,12.6,0.0,0.0,5.0,5.0,5.0,14.0,0.0,11.1,0.6,2.02,1
1.0,17.0,1.0,9254.0,1.0,1.0,133.1,1.0,1.0,1.0,4.0,5.0,131.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,12.0,3.0,11.0,0.0,0.0,6.0,12.0,2.0,11.0,0.0,9.4,-0.8,-3.12,0
1.0,1.0,2.0,9147.0,1.0,1.0,120.0,1.0,19.0,19.0,9.0,7.0,118.6,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,8.0,5.0,10.8,0.0,0.0,5.0,9.0,4.0,11.25,2.0,16.2,0.3,-0.92,1
1.0,1.0,1.0,171.0,1.0,1.0,137.0,1.0,3.0,19.0,2.0,9.0,122.3,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,0
1.0,1.0,1.0,9670.0,1.0,1.0,131.0,1.0,38.0,38.0,9.0,9.0,127.9,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,5.0,5.0,12.8,0.0,0.0,5.0,5.0,5.0,14.2,0.0,9.4,-0.8,-3.12,1
1.0,1.0,1.0,9085.0,1.0,1.0,130.0,1.0,19.0,38.0,4.0,7.0,121.3,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,15.0,6.0,14.166666666666666,0.0,0.0,6.0,13.0,6.0,12.2,0.0,15.5,2.8,-4.06,1
1.0,17.0,6.0,9556.0,1.0,1.0,122.0,1.0,1.0,1.0,4.0,5.0,117.1,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,12.0,5.0,12.1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,0
1.0,44.0,1.0,9085.0,1.0,39.0,160.0,1.0,37.0,37.0,9.0,9.0,160.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,1.0,6.0,7.0,6.0,14.166666666666666,0.0,1.0,6.0,17.0,5.0,13.77777777777778,0.0,12.4,0.5,1.79,1
1.0,17.0,3.0,9238.0,1.0,1.0,131.0,1.0,1.0,39.0,5.0,3.0,122.6,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,13.0,0.0,0.0,6.0,6.0,6.0,13.666666666666666,0.0,12.4,0.5,1.79,1
1.0,17.0,6.0,9500.0,1.0,1.0,132.0,1.0,1.0,37.0,8.0,9.0,128.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,7.0,13.467142857142855,0.0,0.0,8.0,9.0,8.0,15.011111111111113,0.0,12.4,0.5,1.79,1
1.0,1.0,3.0,9500.0,1.0,1.0,138.0,1.0,19.0,19.0,5.0,8.0,124.9,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,9.0,7.0,13.2375,0.0,0.0,8.0,9.0,7.0,13.742857142857144,0.0,13.9,-0.3,0.79,0
1.0,17.0,2.0,9070.0,1.0,1.0,130.0,1.0,37.0,37.0,9.0,9.0,123.7,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,0.0,6.0,6.0,6.0,13.0,0.0,7.6,2.6,0.32,1
1.0,1.0,4.0,9147.0,1.0,1.0,126.0,1.0,1.0,19.0,4.0,8.0,120.1,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,7.0,5.0,12.4,0.0,0.0,5.0,5.0,5.0,14.6,0.0,8.9,1.4,3.51,1
1.0,17.0,6.0,9500.0,1.0,1.0,148.0,1.0,1.0,19.0,3.0,3.0,131.7,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,8.0,5.0,14.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,13.9,-0.3,0.79,0
1.0,43.0,1.0,9238.0,1.0,1.0,130.0,1.0,38.0,37.0,9.0,7.0,133.2,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,5.0,9.0,15.0,9.0,11.666666666666666,0.0,2.0,7.0,8.0,7.0,11.714285714285714,0.0,7.6,2.6,0.32,1
1.0,1.0,1.0,9670.0,1.0,1.0,117.0,1.0,1.0,38.0,3.0,9.0,109.3,0.0,0.0,1.0,0.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,5.0,12.0,0.0,0.0,6.0,9.0,4.0,12.5,0.0,12.4,0.5,1.79,0
1.0,17.0,1.0,9670.0,1.0,1.0,120.0,1.0,19.0,19.0,5.0,5.0,113.0,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,5.0,7.0,4.0,12.2,0.0,0.0,5.0,5.0,4.0,11.5,0.0,7.6,2.6,0.32,1
1.0,1.0,1.0,9773.0,1.0,1.0,153.0,1.0,1.0,1.0,141.0,175.0,157.9,0.0,0.0,1.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,14.833333333333334,0.0,0.0,6.0,6.0,6.0,14.833333333333334,0.0,8.9,1.4,3.51,1
1.0,18.0,1.0,9500.0,1.0,1.0,178.0,1.0,19.0,1.0,4.0,8.0,174.7,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,8.0,7.0,17.125,0.0,0.0,8.0,8.0,8.0,17.5875,0.0,13.9,-0.3,0.79,1
1.0,1.0,5.0,9500.0,1.0,1.0,129.0,1.0,37.0,37.0,9.0,9.0,128.8,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,12.666666666666666,0.0,0.0,7.0,7.0,6.0,12.666666666666666,0.0,7.6,2.6,0.32,1
1.0,1.0,6.0,9773.0,1.0,1.0,116.0,1.0,19.0,1.0,4.0,4.0,110.1,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,0.0,6.0,10.0,5.0,12.0,0.0,12.4,0.5,1.79,1
1.0,1.0,3.0,9238.0,1.0,1.0,135.0,1.0,1.0,12.0,9.0,10.0,121.0,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,7.0,6.0,11.333333333333334,0.0,0.0,6.0,6.0,6.0,11.5,0.0,12.4,0.5,1.79,1
1.0,1.0,3.0,9500.0,1.0,1.0,141.0,1.0,19.0,19.0,9.0,7.0,131.7,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,7.0,10.0,7.0,13.605,0.0,0.0,8.0,11.0,8.0,12.33125,0.0,15.5,2.8,-4.06,1
1.0,17.0,5.0,9853.0,1.0,1.0,132.0,1.0,37.0,38.0,5.0,6.0,119.1,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,10.0,5.0,12.0,0.0,0.0,6.0,9.0,5.0,10.8,0.0,9.4,-0.8,-3.12,1
1.0,1.0,4.0,9254.0,1.0,1.0,132.0,1.0,12.0,19.0,9.0,9.0,124.7,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,7.6,2.6,0.32,0
1.0,17.0,1.0,9254.0,1.0,1.0,113.0,1.0,1.0,37.0,9.0,10.0,117.2,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,5.0,11.2,0.0,0.0,6.0,12.0,3.0,11.666666666666666,0.0,7.6,2.6,0.32,0
1.0,1.0,1.0,9147.0,1.0,1.0,134.0,1.0,3.0,19.0,2.0,10.0,128.8,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,5.0,10.0,5.0,13.375,0.0,0.0,5.0,9.0,5.0,14.166666666666666,0.0,13.9,-0.3,0.79,1
1.0,1.0,1.0,9500.0,1.0,1.0,136.0,1.0,1.0,19.0,9.0,9.0,131.5,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,7.0,8.0,6.0,13.863333333333337,0.0,0.0,8.0,9.0,7.0,14.178571428571429,0.0,11.1,0.6,2.02,1
1.0,1.0,1.0,9085.0,1.0,1.0,129.0,1.0,1.0,38.0,4.0,7.0,123.4,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,6.0,5.0,12.4,0.0,0.0,5.0,6.0,5.0,13.4,0.0,7.6,2.6,0.32,1
1.0,1.0,1.0,9853.0,1.0,1.0,137.0,1.0,37.0,37.0,9.0,9.0,132.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,7.0,6.0,13.333333333333334,0.0,0.0,6.0,8.0,5.0,11.8,0.0,7.6,2.6,0.32,1
1.0,43.0,1.0,9853.0,1.0,1.0,115.0,1.0,3.0,37.0,2.0,5.0,108.7,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,10.0,3.0,12.666666666666666,0.0,0.0,6.0,12.0,3.0,10.0,0.0,9.4,-0.8,-3.12,0
1.0,1.0,1.0,9853.0,1.0,1.0,129.0,1.0,38.0,37.0,6.0,6.0,138.1,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,12.0,0.0,0.0,6.0,10.0,4.0,11.5,0.0,7.6,2.6,0.32,0
1.0,1.0,1.0,9147.0,1.0,1.0,131.0,1.0,38.0,38.0,9.0,9.0,126.5,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,5.0,5.0,5.0,10.6,0.0,0.0,5.0,5.0,5.0,11.8,0.0,12.4,0.5,1.79,1
1.0,17.0,2.0,9238.0,1.0,1.0,133.0,1.0,1.0,37.0,7.0,9.0,127.4,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,8.0,6.0,12.25,0.0,0.0,6.0,7.0,6.0,11.857142857142858,0.0,12.7,3.7,-1.7,1
1.0,1.0,3.0,9238.0,1.0,1.0,125.0,1.0,19.0,1.0,9.0,10.0,123.6,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,10.0,4.0,11.0,0.0,0.0,6.0,9.0,6.0,11.833333333333334,0.0,9.4,-0.8,-3.12,1
1.0,39.0,1.0,8014.0,0.0,1.0,120.0,1.0,1.0,19.0,6.0,8.0,122.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,0.0,0.0,6.0,11.0,5.0,11.0,0.0,0.0,6.0,9.0,5.0,12.6,0.0,11.1,0.6,2.02,1
1.0,1.0,1.0,9670.0,1.0,1.0,128.0,1.0,19.0,1.0,4.0,1.0,118.2,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,0.0,6.0,9.0,6.0,13.0,0.0,10.8,1.4,1.74,0
1.0,1.0,1.0,9500.0,1.0,1.0,127.0,1.0,19.0,37.0,9.0,7.0,123.9,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,9.0,7.0,12.855555555555554,0.0,0.0,8.0,12.0,7.0,12.761111111111113,0.0,15.5,2.8,-4.06,1
1.0,1.0,2.0,9500.0,1.0,1.0,134.0,1.0,19.0,19.0,9.0,9.0,125.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,8.0,7.0,14.91875,0.0,0.0,8.0,8.0,8.0,15.355,0.0,15.5,2.8,-4.06,1
1.0,17.0,5.0,9853.0,1.0,1.0,132.0,1.0,12.0,12.0,4.0,4.0,123.3,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,13.0,4.0,11.5,0.0,0.0,6.0,10.0,3.0,11.0,0.0,10.8,1.4,1.74,0
1.0,17.0,2.0,9670.0,1.0,1.0,124.0,1.0,1.0,19.0,5.0,4.0,124.4,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,5.0,5.0,14.2,0.0,0.0,5.0,5.0,5.0,14.2,0.0,7.6,2.6,0.32,1
1.0,17.0,1.0,9773.0,1.0,1.0,133.1,1.0,19.0,37.0,7.0,7.0,126.0,0.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,0.0,6.0,7.0,6.0,13.0,0.0,15.5,2.8,-4.06,1
1.0,17.0,3.0,9238.0,1.0,1.0,125.0,1.0,19.0,19.0,7.0,8.0,121.5,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,10.0,5.0,11.666666666666666,0.0,0.0,6.0,12.0,4.0,11.0,0.0,13.9,-0.3,0.79,1
1.0,39.0,1.0,9500.0,1.0,3.0,130.0,1.0,2.0,2.0,1.0,1.0,130.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,0.0,1.0,8.0,8.0,7.0,14.257142857142856,0.0,1.0,8.0,8.0,7.0,14.257142857142856,0.0,12.7,3.7,-1.7,1
1.0,43.0,1.0,9238.0,1.0,1.0,125.0,1.0,19.0,19.0,4.0,8.0,117.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,13.0,3.0,12.0,0.0,0.0,6.0,12.0,2.0,11.333333333333334,0.0,16.2,0.3,-0.92,0
1.0,17.0,2.0,9556.0,1.0,1.0,133.1,1.0,37.0,37.0,3.0,10.0,108.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,7.0,12.457142857142856,0.0,0.0,8.0,8.0,8.0,13.5625,0.0,15.5,2.8,-4.06,1
1.0,17.0,1.0,9500.0,1.0,1.0,131.0,1.0,2.0,38.0,4.0,5.0,132.3,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,7.0,7.0,6.0,11.683333333333332,0.0,0.0,7.0,7.0,6.0,11.683333333333332,0.0,7.6,2.6,0.32,1
1.0,42.0,1.0,8014.0,0.0,1.0,150.0,1.0,19.0,2.0,4.0,6.0,148.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,6.0,10.0,3.0,11.666666666666666,0.0,0.0,6.0,8.0,5.0,12.0,0.0,9.4,-0.8,-3.12,1
1.0,17.0,2.0,9254.0,1.0,1.0,125.0,1.0,37.0,37.0,9.0,8.0,122.6,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,4.0,11.75,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,11.1,0.6,2.02,0
1.0,39.0,1.0,9853.0,1.0,1.0,130.0,1.0,37.0,19.0,9.0,5.0,102.5,0.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,6.0,9.0,5.0,13.2,0.0,0.0,6.0,10.0,5.0,12.0,0.0,7.6,2.6,0.32,1
1.0,1.0,2.0,9500.0,1.0,1.0,123.0,1.0,34.0,34.0,90.0,90.0,113.3,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,7.0,8.0,4.0,11.95,0.0,0.0,7.0,8.0,4.0,11.95,0.0,7.6,2.6,0.32,0
1.0,1.0,5.0,9853.0,1.0,1.0,141.0,1.0,37.0,19.0,9.0,5.0,133.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,8.0,5.0,12.4,0.0,0.0,6.0,12.0,5.0,10.4,0.0,9.4,-0.8,-3.12,0
1.0,7.0,1.0,9500.0,1.0,3.0,140.0,1.0,1.0,1.0,9.0,5.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,2.0,7.0,8.0,6.0,14.35,0.0,3.0,8.0,10.0,6.0,14.583333333333334,0.0,16.2,0.3,-0.92,0
1.0,43.0,1.0,9853.0,1.0,1.0,140.0,1.0,3.0,1.0,3.0,3.0,128.3,1.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,19.0,21.0,21.0,21.0,12.61904761904762,0.0,13.0,19.0,19.0,19.0,12.789473684210526,0.0,12.4,0.5,1.79,1
1.0,39.0,1.0,9773.0,1.0,19.0,133.1,1.0,19.0,19.0,3.0,4.0,104.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,6.0,6.0,5.0,12.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,11.1,0.6,2.02,0
1.0,18.0,3.0,9070.0,1.0,1.0,131.0,1.0,1.0,37.0,5.0,5.0,122.3,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,6.0,6.0,12.166666666666666,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.5,2.8,-4.06,0
1.0,17.0,2.0,9254.0,1.0,1.0,143.0,1.0,1.0,19.0,4.0,6.0,135.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,0
1.0,18.0,2.0,9147.0,1.0,1.0,132.0,1.0,3.0,3.0,5.0,7.0,119.1,1.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,5.0,9.0,3.0,10.0,0.0,0.0,5.0,9.0,3.0,10.571428571428571,0.0,10.8,1.4,1.74,0
1.0,17.0,3.0,9500.0,1.0,1.0,141.0,1.0,38.0,1.0,9.0,4.0,129.0,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,6.0,13.05,0.0,0.0,7.0,7.0,6.0,13.05,0.0,7.6,2.6,0.32,1
1.0,39.0,1.0,9085.0,1.0,1.0,133.1,1.0,1.0,19.0,9.0,9.0,162.3,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,10.0,2.0,11.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,8.9,1.4,3.51,0
1.0,17.0,4.0,9070.0,1.0,1.0,148.0,1.0,1.0,3.0,4.0,1.0,163.4,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,7.0,6.0,11.5,0.0,0.0,6.0,6.0,6.0,12.0,0.0,16.2,0.3,-0.92,1
1.0,1.0,1.0,9254.0,1.0,1.0,125.0,1.0,19.0,38.0,9.0,8.0,121.5,0.0,0.0,0.0,1.0,0.0,1.0,21.0,0.0,0.0,6.0,7.0,6.0,12.0,0.0,0.0,6.0,6.0,6.0,12.5,0.0,13.9,-0.3,0.79,1
1.0,39.0,1.0,9147.0,1.0,1.0,140.0,1.0,12.0,3.0,4.0,3.0,118.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,0
1.0,51.0,1.0,9853.0,1.0,1.0,139.0,1.0,1.0,1.0,4.0,10.0,134.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,0
1.0,1.0,4.0,9500.0,1.0,1.0,142.0,1.0,38.0,38.0,9.0,8.0,129.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,12.242857142857144,0.0,0.0,8.0,8.0,7.0,12.242857142857144,0.0,12.7,3.7,-1.7,1
1.0,39.0,1.0,9991.0,0.0,40.0,130.0,1.0,19.0,1.0,3.0,4.0,152.0,1.0,0.0,0.0,1.0,0.0,0.0,27.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,0
1.0,18.0,6.0,9500.0,1.0,1.0,126.0,1.0,37.0,37.0,5.0,5.0,122.8,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,8.0,12.93375,0.0,0.0,8.0,8.0,8.0,12.93375,0.0,9.4,-0.8,-3.12,1
1.0,7.0,1.0,9119.0,1.0,3.0,150.0,1.0,3.0,2.0,2.0,2.0,150.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,0
1.0,1.0,1.0,9853.0,1.0,1.0,130.0,1.0,19.0,19.0,3.0,8.0,131.8,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,7.0,9.0,7.0,12.571428571428571,0.0,0.0,7.0,8.0,7.0,14.428571428571429,0.0,11.1,0.6,2.02,1
1.0,1.0,1.0,9085.0,1.0,1.0,138.0,1.0,1.0,1.0,4.0,7.0,132.1,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,5.0,9.0,4.0,13.75,0.0,0.0,5.0,13.0,4.0,14.333333333333334,2.0,10.8,1.4,1.74,1
1.0,1.0,4.0,9238.0,1.0,1.0,127.0,1.0,19.0,19.0,4.0,0.0,127.4,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0.0,6.0,8.0,6.0,11.166666666666666,0.0,0.0,6.0,6.0,6.0,11.333333333333334,0.0,7.6,2.6,0.32,1
1.0,1.0,4.0,9500.0,1.0,1.0,140.0,1.0,19.0,19.0,7.0,7.0,129.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,12.324285714285711,0.0,0.0,8.0,8.0,7.0,12.324285714285711,0.0,10.8,1.4,1.74,1
1.0,44.0,1.0,9238.0,1.0,39.0,130.0,1.0,38.0,38.0,5.0,10.0,126.7,0.0,0.0,1.0,1.0,0.0,0.0,21.0,0.0,3.0,6.0,6.0,6.0,12.166666666666666,0.0,2.0,6.0,7.0,6.0,11.714285714285714,0.0,13.9,-0.3,0.79,1
1.0,17.0,2.0,9238.0,1.0,1.0,128.0,1.0,19.0,37.0,9.0,8.0,116.5,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,11.0,5.0,11.142857142857142,0.0,0.0,6.0,11.0,4.0,11.25,0.0,16.2,0.3,-0.92,1
1.0,1.0,1.0,9238.0,1.0,1.0,132.0,1.0,34.0,34.0,0.0,0.0,119.1,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,6.0,9.0,4.0,11.0,0.0,0.0,6.0,9.0,4.0,10.75,0.0,7.6,2.6,0.32,1
1.0,1.0,2.0,9500.0,1.0,1.0,149.0,1.0,19.0,38.0,9.0,9.0,126.5,1.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,8.0,8.0,7.0,12.914285714285713,0.0,0.0,8.0,8.0,7.0,12.914285714285713,0.0,12.7,3.7,-1.7,1
1.0,1.0,4.0,9773.0,1.0,1.0,155.0,1.0,3.0,19.0,1.0,4.0,149.8,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,6.0,6.0,6.0,13.833333333333334,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,16.2,0.3,-0.92,1
1.0,1.0,1.0,9085.0,1.0,1.0,120.0,1.0,19.0,1.0,8.0,7.0,115.1,1.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,6.0,8.0,6.0,13.857142857142858,0.0,0.0,6.0,9.0,5.0,13.4,0.0,13.9,-0.3,0.79,1
1.0,39.0,1.0,9254.0,1.0,19.0,133.1,1.0,3.0,19.0,2.0,3.0,124.5,0.0,0.0,0.0,1.0,0.0,1.0,36.0,0.0,0.0,6.0,7.0,6.0,13.714285714285714,0.0,0.0,6.0,6.0,5.0,12.8,0.0,16.2,0.3,-0.92,0
1.0,1.0,2.0,9500.0,1.0,1.0,131.0,1.0,38.0,1.0,7.0,4.0,128.3,1.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,8.0,8.0,7.0,12.642857142857142,0.0,0.0,8.0,8.0,7.0,12.642857142857142,0.0,12.7,3.7,-1.7,1
1.0,1.0,1.0,9500.0,1.0,1.0,149.0,1.0,37.0,37.0,9.0,9.0,136.0,0.0,0.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,7.0,7.0,6.0,12.916666666666666,0.0,0.0,7.0,7.0,6.0,12.916666666666666,0.0,7.6,2.6,0.32,1
1.0,43.0,1.0,9130.0,1.0,1.0,140.0,1.0,1.0,3.0,9.0,2.0,140.0,1.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,0.0,6.0,8.0,6.0,15.625,0.0,0.0,6.0,8.0,6.0,15.857142857142858,0.0,13.9,-0.3,0.79,1
1.0,39.0,1.0,9991.0,0.0,1.0,133.1,1.0,37.0,37.0,9.0,9.0,126.3,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,16.2,0.3,-0.92,0
1.0,43.0,1.0,9773.0,1.0,1.0,122.0,1.0,1.0,1.0,4.0,5.0,126.9,0.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,6.0,8.0,6.0,11.714285714285714,0.0,0.0,6.0,7.0,6.0,12.0,0.0,7.6,2.6,0.32,1
1.0,18.0,1.0,9147.0,1.0,1.0,121.0,1.0,19.0,3.0,5.0,5.0,115.8,1.0,0.0,0.0,1.0,0.0,1.0,19.0,0.0,0.0,5.0,7.0,5.0,11.6,0.0,0.0,5.0,5.0,5.0,11.6,0.0,12.4,0.5,1.79,1
1.0,39.0,1.0,8014.0,0.0,1.0,120.0,1.0,19.0,37.0,8.0,7.0,100.0,1.0,0.0,0.0,1.0,0.0,0.0,24.0,0.0,0.0,6.0,11.0,1.0,10.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,9.4,-0.8,-3.12,0
